Job_id: 2322  Manipulation ID: ee22ba28-acf7-4260-ba52-6268a700ddb4

Manipulation_id: ee22ba28-acf7-4260-ba52-6268a700ddb4

,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202
African Grey hornbill [42],240.0,264.0,297.0,308.0,319.0,322.0,325.0,329.0,332.0,335.0,338.0,330.0,320.0,309.0,298.0,288.0,277.0,267.0,252.0,237.0,222.0,206.0,191.0,176.0,160.0,148.0,136.0,123.0,111.0,99.0,87.0,75.0,69.0,63.0,56.0,50.0,44.0,37.0,31.0,26.0,23.0,21.0,18.0,15.0,13.0,11.0,10.0,9.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
African clawless otter [70],2494.0,2585.0,2733.0,2783.0,2832.0,2889.0,2947.0,3004.0,3061.0,3118.0,3176.0,3233.0,3290.0,3347.0,3405.0,3462.0,3519.0,3576.0,3624.0,3669.0,3713.0,3758.0,3802.0,3847.0,3892.0,3916.0,3937.0,3957.0,3978.0,3998.0,4019.0,4039.0,4035.0,4031.0,4027.0,4023.0,4019.0,4015.0,4011.0,4004.0,3988.0,3972.0,3956.0,3940.0,3924.0,3906.0,3886.0,3867.0,3848.0,3828.0,3808.0,3788.0,3768.0,3747.0,3727.0,3707.0,3686.0,3666.0,3646.0,3625.0,3605.0,3585.0,3565.0,3545.0,3525.0,3505.0,3485.0,3465.0,3446.0,3426.0,3407.0,3388.0,3368.0,3349.0,3330.0,3312.0,3293.0,3274.0,3255.0,3237.0,3219.0,3200.0,3182.0,3164.0,3146.0,3128.0,3110.0,3093.0,3076.0,3058.0,3041.0,3023.0,3006.0,2989.0,2973.0,2956.0,2940.0,2924.0,2907.0,2891.0,2874.0,2858.0,2842.0,2825.0,2809.0,2793.0,2776.0,2760.0,2744.0,2729.0,2713.0,2698.0,2683.0,2667.0,2652.0,2637.0,2622.0,2608.0,2593.0,2579.0,2565.0,2551.0,2536.0,2522.0,2508.0,2494.0,2479.0,2465.0,2451.0,2437.0,2422.0,2408.0,2394.0,2380.0,2366.0,2353.0,2340.0,2328.0,2315.0,2302.0,2289.0,2276.0,2263.0,2250.0,2237.0,2224.0,2211.0,2198.0,2185.0,2172.0,2160.0,2148.0,2136.0,2125.0,2113.0,2101.0,2089.0,2077.0,2065.0,2054.0,2042.0,2030.0,2018.0,2006.0,1995.0,1983.0,1972.0,1961.0,1950.0,1939.0,1928.0,1918.0,1907.0,1896.0,1885.0,1874.0,1863.0,1852.0,1841.0,1831.0,1821.0,1811.0,1801.0,1791.0,1781.0,1770.0,1760.0,1750.0,1740.0,1730.0,1720.0,1711.0,1701.0,1692.0,1682.0,1673.0,1664.0,1654.0,1645.0,1636.0,1627.0
Crickets [14],1752.0,1531.0,1142.0,1012.0,882.0,783.0,685.0,586.0,487.0,389.0,290.0,245.0,215.0,185.0,155.0,125.0,95.0,65.0,53.0,47.0,41.0,36.0,30.0,24.0,18.0,16.0,15.0,14.0,12.0,11.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0,11.0,12.0,12.0,13.0,13.0,14.0,14.0,15.0,15.0,17.0,20.0,22.0,24.0,27.0,29.0,31.0,34.0,36.0,38.0,41.0,43.0,45.0,48.0,50.0,52.0,58.0,67.0,77.0,86.0,95.0,105.0,114.0,123.0,133.0,142.0,152.0,161.0,170.0,180.0,189.0,199.0,227.0,256.0,285.0,313.0,342.0,370.0,399.0,428.0,456.0,485.0,513.0,542.0,571.0,617.0,672.0,726.0,781.0,836.0,890.0,945.0,1000.0,1054.0,1109.0,1164.0,1223.0,1286.0,1349.0,1411.0,1474.0,1537.0,1600.0,1662.0,1725.0,1777.0,1822.0
Fat or tree mouse [31],1415.0,1728.0,2078.0,2194.0,2311.0,2275.0,2238.0,2202.0,2166.0,2130.0,2093.0,1991.0,1871.0,1750.0,1630.0,1509.0,1389.0,1268.0,1165.0,1068.0,971.0,874.0,777.0,680.0,583.0,523.0,470.0,418.0,365.0,312.0,260.0,208.0,188.0,168.0,149.0,129.0,109.0,89.0,69.0,53.0,47.0,40.0,34.0,28.0,22.0,19.0,16.0,14.0,11.0,9.0,8.0,7.0,6.0,6.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0
Grass and herbs [5],2000.0,1699.0,1129.0,938.0,748.0,663.0,578.0,492.0,407.0,322.0,237.0,201.0,179.0,157.0,135.0,113.0,91.0,69.0,59.0,54.0,50.0,45.0,40.0,35.0,31.0,29.0,28.0,27.0,26.0,25.0,24.0,24.0,24.0,24.0,25.0,25.0,26.0,26.0,27.0,27.0,28.0,29.0,31.0,32.0,33.0,34.0,36.0,38.0,39.0,41.0,43.0,45.0,48.0,50.0,52.0,55.0,57.0,59.0,63.0,66.0,69.0,72.0,75.0,79.0,84.0,88.0,92.0,96.0,101.0,106.0,111.0,117.0,122.0,128.0,135.0,141.0,148.0,155.0,162.0,170.0,179.0,188.0,197.0,206.0,215.0,225.0,236.0,249.0,261.0,273.0,285.0,298.0,310.0,327.0,346.0,365.0,385.0,404.0,423.0,443.0,462.0,481.0,501.0,520.0,539.0,558.0,578.0,597.0,621.0,649.0,677.0,705.0,734.0,762.0,790.0,818.0,853.0,891.0,929.0,966.0,1004.0,1042.0,1080.0,1117.0,1155.0,1193.0,1231.0,1269.0,1306.0,1344.0,1382.0,1420.0,1458.0,1495.0,1536.0,1577.0,1618.0,1660.0,1701.0,1742.0,1784.0,1825.0,1866.0,1908.0,1949.0,1990.0,2031.0,2073.0,2114.0,2155.0,2190.0,2217.0,2245.0,2272.0,2299.0,2326.0,2353.0,2381.0,2408.0,2435.0,2462.0,2490.0,2517.0,2544.0,2571.0,2597.0,2595.0,2592.0,2589.0,2587.0,2584.0,2581.0,2579.0,2576.0,2573.0,2570.0,2568.0,2565.0,2562.0,2536.0,2497.0,2459.0,2421.0,2383.0,2345.0,2306.0,2268.0,2230.0,2192.0,2154.0,2103.0,2045.0,1986.0,1927.0,1868.0,1809.0,1750.0,1691.0,1632.0,1574.0,1515.0

node,link?,prey list
   5,x,
  14,x,5, 14
  31,x,5, 14, 31
  42,x,5, 14
  70,x,31, 42


,,shortest path,,,,,path length,,,,,# paths,,,,,
node,#links,5,14,31,42,70,5,14,31,42,70,5,14,31,42,70
5,5,,y,y,y,yy,0,1,1,1,2,1,3,4,4,4
14,5,d,c,y,y,yy,1,0,1,1,2,3,2,4,4,4
31,5,d,d,c,dy,y,1,1,0,2,1,4,4,2,5,3
42,5,d,d,dy,,y,1,1,2,0,1,4,4,5,1,3
70,5,dd,dd,d,d,,2,2,1,1,0,4,4,3,3,1

